intersection,road,intersection_key,road_key
เฟื่องนคร-ราชบพิธ,ราชบพิธ,เฟื่องนคร-ราชบพิธ,ราชบพิธ
หน้าธนาคารแห่งประเทศไทย,สามเสน,หน้าธนาคารแห่งประเทศไทย,สามเสน
บำรุงเมือง-มหรรณพ2,ซอยมหรรณพ2,บำรุงเมือง-มหรรณพ2,ซอยมหรรณพ2
บำรุงเมือง-มหรรณพ2,บำรุงเมือง,บำรุงเมือง-มหรรณพ2,บำรุงเมือง
บำรุงเมือง,อุณากรรณ,บำรุงเมือง,อุณากรรณ
บำรุงเมือง,ศิริพงษ์,บำรุงเมือง,ศิริพงษ์
บำรุงเมือง,บำรุงเมือง,บำรุงเมือง,บำรุงเมือง
เชื่อมสัมพันธ์-เลียบวารี,เชื่อมสัมพันธ์,เชื่อมสัมพันธ์-เลียบวารี,เชื่อมสัมพันธ์
เชื่อมสัมพันธ์-เลียบวารี,เลียบวารี,เชื่อมสัมพันธ์-เลียบวารี,เลียบวารี
เชื่อมสัมพันธ์-เลียบวารี,สังฆสันติสุข,เชื่อมสัมพันธ์-เลียบวารี,สังฆสันติสุข
เชื่อมสัมพันธ์-สกุลดี,เชื่อมสัมพันธ์,เชื่อมสัมพันธ์-สกุลดี,เชื่อมสัมพันธ์
เชื่อมสัมพันธ์-สกุลดี,สกุลดี,เชื่อมสัมพันธ์-สกุลดี,สกุลดี
ตีทอง-ราชบพิธ,ตีทอง,ตีทอง-ราชบพิธ,ตีทอง
ตีทอง-ราชบพิธ,ราชบพิธ,ตีทอง-ราชบพิธ,ราชบพิธ
ตีทอง-สระสรง,ตีทอง,ตีทอง-สระสรง,ตีทอง
ตีทอง-สระสรง,ซอยสระสรง,ตีทอง-สระสรง,ซอยสระสรง
ศิริพงษ์-ศิริชัย,ศิริชัย,ศิริพงษ์-ศิริชัย,ศิริชัย
ศิริพงษ์-ศิริพัฒน์,ศิริพงษ์,ศิริพงษ์-ศิริพัฒน์,ศิริพงษ์
ศิริพงษ์-ศิริพัฒน์,ศิริพัฒน์,ศิริพงษ์-ศิริพัฒน์,ศิริพัฒน์
อุณากรรณ-ลงท่า,อุณากรรณ,อุณากรรณ-ลงท่า,อุณากรรณ
อุณากรรณ-ลงท่า,ลงท่า,อุณากรรณ-ลงท่า,ลงท่า
อุณากรรณ-ลงท่า,ศิริพงษ์,อุณากรรณ-ลงท่า,ศิริพงษ์
มหาไชย-ศิริชัย,มหาไชย,มหาไชย-ศิริชัย,มหาไชย
วรจักร,วรจักร,วรจักร,วรจักร
วรจักร,หลวง,วรจักร,หลวง
เกษตร,ประเสริฐมนูกิจ,เกษตร,ประเสริฐมนูกิจ
สถานีรถไฟวงเวียนใหญ่,กรุงธนบุรี,สถานีรถไฟวงเวียนใหญ่,กรุงธนบุรี
ซอยนราธิวาสราชนครนิทร์26,นราธิวาสราชนครินทร์,ซอยนราธิวาสราชนครนิทร์26,นราธิวาสราชนครินทร์
สถานีBRTพระราม3,นราธิวาสราชนครินทร์,สถานีBRTพระราม3,นราธิวาสราชนครินทร์
สถานีรถไฟฟ้ากรุงธนบุรี,กรุงธนบุรี,สถานีรถไฟฟ้ากรุงธนบุรี,กรุงธนบุรี
หน้าสนามกีฬาศุภชลาศัย,พระรามที่1,หน้าสนามกีฬาศุภชลาศัย,พระรามที่1
หน้าสยามเซ็นเตอร์,พระรามที่1,หน้าสยามเซ็นเตอร์,พระรามที่1
หน้าม.ราชภัฏวไลยอลงกรณ์,เพชรบุรี,หน้าม.ราชภัฏวไลยอลงกรณ์,เพชรบุรี
ซอยราชปรารภ3,ราชปรารภ,ซอยราชปรารภ3,ราชปรารภ
ร.ร.เตรียมอุดมศึกษา,พญาไท,ร.ร.เตรียมอุดมศึกษา,พญาไท
สะพานลอยหน้าวัดสุวรรณ,เจริญนคร,สะพานลอยหน้าวัดสุวรรณ,เจริญนคร
รพ.ทหารผ่านศึก,วิภาวดีรังสิต,รพ.ทหารผ่านศึก,วิภาวดีรังสิต
ม.หอการค้าไทย,วิภาวดีรังสิต,ม.หอการค้าไทย,วิภาวดีรังสิต
บริษัทการบินไทย,วิภาวดีรังสิต,บริษัทการบินไทย,วิภาวดีรังสิต
หน้าบริษัทปตท.,วิภาวดีรังสิต,หน้าบริษัทปตท.,วิภาวดีรังสิต
บิ๊กซีรัชดา,รัชดาภิเษก,บิ๊กซีรัชดา,รัชดาภิเษก
หน้าอาคารเมืองไทยภัทรคอมเพล็กซ์,รัชดาภิเษก,หน้าอาคารเมืองไทยภัทรคอมเพล็กซ์,รัชดาภิเษก
ซอยรัชดาภิเษก3,รัชดาภิเษก,ซอยรัชดาภิเษก3,รัชดาภิเษก
ซอยรัชดา30,รัชดาภิเษก,ซอยรัชดา30,รัชดาภิเษก
หน้าโรงเรียนหอวัง,พหลโยธิน,หน้าโรงเรียนหอวัง,พหลโยธิน
ซอยนราธิวาสฯ9,นราธิวาสราชนครินทร์,ซอยนราธิวาสฯ9,นราธิวาสราชนครินทร์
ซอยนราธิวาสฯ20,นราธิวาสราชนครินทร์,ซอยนราธิวาสฯ20,นราธิวาสราชนครินทร์
ซอยนราธิวาสฯ24,นราธิวาสราชนครินทร์,ซอยนราธิวาสฯ24,นราธิวาสราชนครินทร์
หน้าอาคารรัฐสภาใหม่,สามเสน,หน้าอาคารรัฐสภาใหม่,สามเสน
ซอยพระราม3ซอย68,พระรามที่3,ซอยพระราม3ซอย68,พระรามที่3
สถานีรถไฟฟ้าช่องนนทรี,นราธิวาสราชนครินทร์,สถานีรถไฟฟ้าช่องนนทรี,นราธิวาสราชนครินทร์
ซอยจรัญฯ94,จรัญสนิทวงศ์,ซอยจรัญฯ94,จรัญสนิทวงศ์
หน้าโรงพยาบาลพญาไท2,พหลโยธิน,หน้าโรงพยาบาลพญาไท2,พหลโยธิน
หน้าวัดเสาหินซอยวงศ์สว่าง3,วงศ์สว่าง,หน้าวัดเสาหินซอยวงศ์สว่าง3,วงศ์สว่าง
ซอยเทอดไท21,ราชพฤกษ์,ซอยเทอดไท21,ราชพฤกษ์
ซอยรัชดาภิเษก9,รัชดาภิเษก,ซอยรัชดาภิเษก9,รัชดาภิเษก
หน้าโรงเรียนเซนต์คาเบรียล,สามเสน,หน้าโรงเรียนเซนต์คาเบรียล,สามเสน
หน้าวชิระพยาบาล,สามเสน,หน้าวชิระพยาบาล,สามเสน
หน้าตลาดคลองถม,เจริญกรุง,หน้าตลาดคลองถม,เจริญกรุง
ปากซอยจุฬาลงกรณ์26,บรรทัดทอง,ปากซอยจุฬาลงกรณ์26,บรรทัดทอง
หน้าศูนย์ฮอนด้า,พญาไท,หน้าศูนย์ฮอนด้า,พญาไท
หน้าอาคารอัมรินทร์พลาซ่า,เพลินจิต,หน้าอาคารอัมรินทร์พลาซ่า,เพลินจิต
หน้าวัดเทพศิรินทร์,หลวง,หน้าวัดเทพศิรินทร์,หลวง
ซอยเพชรบุรี27,เพชรบุรี,ซอยเพชรบุรี27,เพชรบุรี
ซอยสมเด็จพระเจ้าตากสิน19,สมเด็จพระเจ้าตากสิน,ซอยสมเด็จพระเจ้าตากสิน19,สมเด็จพระเจ้าตากสิน
หน้าโรงเรียนสายปัญญา,กรุงเกษม,หน้าโรงเรียนสายปัญญา,กรุงเกษม
สะพานนริศดำรัส,จักรพรรดิพงษ์,สะพานนริศดำรัส,จักรพรรดิพงษ์
ปากซอยแม้นศรี2,บำรุงเมือง,ปากซอยแม้นศรี2,บำรุงเมือง
หน้าม.เทคโนโลยีราชมงคลพระนคร,นครสวรรค์,หน้าม.เทคโนโลยีราชมงคลพระนคร,นครสวรรค์
หน้าราชตฤณมัยสมาคม,พิษณุโลก,หน้าราชตฤณมัยสมาคม,พิษณุโลก
ปากซอยเจริญกรุง85,เจริญกรุง,ปากซอยเจริญกรุง85,เจริญกรุง
เจริญนคร46,เจริญนคร,เจริญนคร46,เจริญนคร
หน้าแมคโคร,นราธิวาส,หน้าแมคโคร,นราธิวาส
ปากซอยจุฬาลงกรณ์12,บรรทัดทอง,ปากซอยจุฬาลงกรณ์12,บรรทัดทอง
ใกล้วัดดิสหงษาราม,เพชรบุรี,ใกล้วัดดิสหงษาราม,เพชรบุรี
อาคารAmericanStandard,รัชดาภิเษก,อาคารAmericanStandard,รัชดาภิเษก
ซอยจันทน์15/1,จันทน์,ซอยจันทน์15/1,จันทน์
ปากซอยเจริญกรุง72/1,เจริญกรุง,ปากซอยเจริญกรุง72/1,เจริญกรุง
ซอยเจริญกรุง61,เจริญกรุง,ซอยเจริญกรุง61,เจริญกรุง
ปากซอยเจริญกรุง76,เจริญกรุง,ปากซอยเจริญกรุง76,เจริญกรุง
หน้ารัฐสภาใหม่,สามเสน,หน้ารัฐสภาใหม่,สามเสน
หน้ารัฐสภาใหม่,รัชดาภิเษก,หน้ารัฐสภาใหม่,รัชดาภิเษก
หน้าวัดดิสานุการาม,วรจักร,หน้าวัดดิสานุการาม,วรจักร
ซอยรัชดาภิเษก14,รัชดาภิเษก,ซอยรัชดาภิเษก14,รัชดาภิเษก
โรงเรียนหอวัง,พหลโยธิน,โรงเรียนหอวัง,พหลโยธิน
รัชดาภิเษก30,รัชดาภิเษก,รัชดาภิเษก30,รัชดาภิเษก
ศาลอาญา,รัชดาภิเษก,ศาลอาญา,รัชดาภิเษก
วัดพระยายัง,พระรามที่6,วัดพระยายัง,พระรามที่6
หน้าโรงเรียนเซนต์คาเบรียล,พหลโยธิน,หน้าโรงเรียนเซนต์คาเบรียล,พหลโยธิน
เพชรบุรี38,เพชรบุรี,เพชรบุรี38,เพชรบุรี
ซอยพหลโยธิน18/2,พหลโยธิน,ซอยพหลโยธิน18/2,พหลโยธิน
ซอยพหลโยธิน15,พหลโยธิน,ซอยพหลโยธิน15,พหลโยธิน
บิ๊กซีเอ็กซ์ตร้าลาดพร้าว7,ลาดพร้าว,บิ๊กซีเอ็กซ์ตร้าลาดพร้าว7,ลาดพร้าว
หน้าวัดชัยมงคล,พระรามที่1,หน้าวัดชัยมงคล,พระรามที่1
หน้ารพ.พญาไท2,พหลโยธิน,หน้ารพ.พญาไท2,พหลโยธิน
รพ.วุฒิสมเด็จย่า,พหลโยธิน,รพ.วุฒิสมเด็จย่า,พหลโยธิน
ซอยราชวิถี6,ราชวิถี,ซอยราชวิถี6,ราชวิถี
ใกล้ซอยบุญอยู่,ดินแดง,ใกล้ซอยบุญอยู่,ดินแดง
ใกล้ซอยศรีอยุธยา5,ศรีอยุธยา,ใกล้ซอยศรีอยุธยา5,ศรีอยุธยา
โรงผลิตน้ำสามเสน,พระรามที่6,โรงผลิตน้ำสามเสน,พระรามที่6
ใกล้โรงเรียนสามเสนวิทยาลัย,พระรามที่6,ใกล้โรงเรียนสามเสนวิทยาลัย,พระรามที่6
หน้ากองพันทหารปืนใหญ่ที่1,ประดิพัทธ์,หน้ากองพันทหารปืนใหญ่ที่1,ประดิพัทธ์
หน้ากองพันทหารม้าที่3,ทหาร,หน้ากองพันทหารม้าที่3,ทหาร
ถนนตก,ถนนตก,ถนนตก,ถนนตก
ตรงข้ามพระตำหนักจิตรลดารโหฐาน,พระรามที่5,ตรงข้ามพระตำหนักจิตรลดารโหฐาน,พระรามที่5
หน้าศรีย่านทันตแพทย์,นครไชยศรี,หน้าศรีย่านทันตแพทย์,นครไชยศรี
ใกล้ตลาดนัดจตุจักร,พหลโยธิน,ใกล้ตลาดนัดจตุจักร,พหลโยธิน
สะพานข้ามแยกราชเทวี,เพชรบุรี,สะพานข้ามแยกราชเทวี,เพชรบุรี
ใกล้สาทร-เจริญกรุง,เจริญกรุง,ใกล้สาทร-เจริญกรุง,เจริญกรุง
หน้ากรมชลประทาน,สามเสน,หน้ากรมชลประทาน,สามเสน
พระรามที่3-นราธิวาส,พระรามที่3,พระรามที่3-นราธิวาส,พระรามที่3
พหลโยธินซอย2,พหลโยธิน,พหลโยธินซอย2,พหลโยธิน
พหลโยธินซอย2,พหลโยธินซอย2,พหลโยธินซอย2,พหลโยธินซอย2
เฉลิมไทย,ราชดำเนิน,เฉลิมไทย,ราชดำเนิน
ใกล้ซอยเพชรบุรี27,เพชรบุรี,ใกล้ซอยเพชรบุรี27,เพชรบุรี
ซอยรางน้ำ,พญาไท,ซอยรางน้ำ,พญาไท
ประชานุกูล,รัชดาภิเษก,ประชานุกูล,รัชดาภิเษก
วัดหลักสี่,กำแพงเพชร6,วัดหลักสี่,กำแพงเพชร6
วัดหลักสี่,วิภาวดีรังสิต,วัดหลักสี่,วิภาวดีรังสิต
อรุณอมรินทร์ตัดใหม่-วังเดิม,อรุณอมรินทร์,อรุณอมรินทร์ตัดใหม่-วังเดิม,อรุณอมรินทร์
อรุณอมรินทร์ตัดใหม่-วังเดิม,วังเดิม,อรุณอมรินทร์ตัดใหม่-วังเดิม,วังเดิม
อรุณอมรินทร์ตัดใหม่-วังเดิม,ราชปรารภ,อรุณอมรินทร์ตัดใหม่-วังเดิม,ราชปรารภ
อรุณอมรินทร์ตัดใหม่-วังเดิม,มักกะสัน,อรุณอมรินทร์ตัดใหม่-วังเดิม,มักกะสัน
เตาปูน,กรุงเทพ-นนทบุรี,เตาปูน,กรุงเทพ-นนทบุรี
คลังน้ำมัน,กำแพงเพชร6,คลังน้ำมัน,กำแพงเพชร6
คลังน้ำมัน,เชิดวุฒากาศ,คลังน้ำมัน,เชิดวุฒากาศ
บางโพ,อรุณอมรินทร์,บางโพ,อรุณอมรินทร์
สะพานดำ,กำแพงเพชร,สะพานดำ,กำแพงเพชร
สวัสดิการ1-เลียบคลองภาษีเจริญฝั่งเหนือ-ซอยเลียบคลองฯ3/1,ซอยเลียบคลองภาษีเจริญฝั่งเหนือ3/1,สวัสดิการ1-เลียบคลองภาษีเจริญฝั่งเหนือ-ซอยเลียบคลองฯ3/1,ซอยเลียบคลองภาษีเจริญฝั่งเหนือ3/1
สวัสดิการ1-เลียบคลองภาษีเจริญฝั่งเหนือ-ซอยเลียบคลองฯ3/1,สวัสดิการ1,สวัสดิการ1-เลียบคลองภาษีเจริญฝั่งเหนือ-ซอยเลียบคลองฯ3/1,สวัสดิการ1
สวัสดิการ1-เลียบคลองภาษีเจริญฝั่งเหนือ-ซอยเลียบคลองฯ3/1,เลียบคลองภาษีเจริญฝั่งเหนือ,สวัสดิการ1-เลียบคลองภาษีเจริญฝั่งเหนือ-ซอยเลียบคลองฯ3/1,เลียบคลองภาษีเจริญฝั่งเหนือ
จันทน์-นราธิวาส,เลียบคลองภาษีเจริญฝั่งเหนือ,จันทน์-นราธิวาส,เลียบคลองภาษีเจริญฝั่งเหนือ
หน้าคอนโดยูดีไลท์แอทหัวหมากสเตชั่น,หัวหมาก,หน้าคอนโดยูดีไลท์แอทหัวหมากสเตชั่น,หัวหมาก
หน้าคอนโดลุมพินีพาร์คนวมินทร์36,นวมนิทร์,หน้าคอนโดลุมพินีพาร์คนวมินทร์36,นวมนิทร์
หน้าคอนโดลุมพินีพาร์คนวมินทร์37,นวมนิทร์,หน้าคอนโดลุมพินีพาร์คนวมินทร์37,นวมนิทร์
หน้าคอนโดลุมพินีพาร์คนวมินทร์38,นวมนิทร์,หน้าคอนโดลุมพินีพาร์คนวมินทร์38,นวมนิทร์
เดชะตุงคะ-นาวงประชาพัฒนา,นาวงประชาพัฒนา,เดชะตุงคะ-นาวงประชาพัฒนา,นาวงประชาพัฒนา
เดชะตุงคะ-นาวงประชาพัฒนา,เดชะตุงคะ,เดชะตุงคะ-นาวงประชาพัฒนา,เดชะตุงคะ
วัดประชา,ซอยวัดประชา,วัดประชา,ซอยวัดประชา
วัดประชา,ชิดลม,วัดประชา,ชิดลม
วัดประชา,เพลินจิต,วัดประชา,เพลินจิต
อรุณอมรินทร์,อรุณอมรินทร์,อรุณอมรินทร์,อรุณอมรินทร์
อรุณอมรินทร์,สมเด็จพระปิ่นเกล้า,อรุณอมรินทร์,สมเด็จพระปิ่นเกล้า
วงเวียน22กรกฎา,มิตรพันธ์,วงเวียน22กรกฎา,มิตรพันธ์
วงเวียน22กรกฎา,ไมตรีจิต,วงเวียน22กรกฎา,ไมตรีจิต
วงเวียน22กรกฎา,สันติภาพ,วงเวียน22กรกฎา,สันติภาพ
พิบูลวัฒนา,พระรามที่6,พิบูลวัฒนา,พระรามที่6
พิบูลวัฒนา,ทางขึ้นลงทางด่วน,พิบูลวัฒนา,ทางขึ้นลงทางด่วน
พิบูลวัฒนา,ซอยพิบูลวัฒนา,พิบูลวัฒนา,ซอยพิบูลวัฒนา
สุวินทวงศ์,สุวินทวงศ์,สุวินทวงศ์,สุวินทวงศ์
สุวินทวงศ์,รามคำแหง,สุวินทวงศ์,รามคำแหง
เศรษฐศิริ,พระรามที่6,เศรษฐศิริ,พระรามที่6
เศรษฐศิริ,ทางขึ้นลงทางด่วน,เศรษฐศิริ,ทางขึ้นลงทางด่วน
ด่วนประชาชื่น,ประชาชื่น,ด่วนประชาชื่น,ประชาชื่น
ด่วนประชาชื่น,สายสิน,ด่วนประชาชื่น,สายสิน
พัฒนาการ29,พัฒนาการ,พัฒนาการ29,พัฒนาการ
ไทยรามัญ,ไทยรามัญ(NB-SB),ไทยรามัญ,ไทยรามัญ(NB-SB)
อ่อนนุช-อ่อนนุช10-อ่อนนุช17,อ่อนนุช10,อ่อนนุช-อ่อนนุช10-อ่อนนุช17,อ่อนนุช10
อ่อนนุช-อ่อนนุช10-อ่อนนุช17,อ่อนนุช17,อ่อนนุช-อ่อนนุช10-อ่อนนุช17,อ่อนนุช17
อ่อนนุช-อ่อนนุช10-อ่อนนุช17,อ่อนนุช,อ่อนนุช-อ่อนนุช10-อ่อนนุช17,อ่อนนุช
ไทยรามัญ,ไทยรามัญ(WB),ไทยรามัญ,ไทยรามัญ(WB)
วงเวียนรด.,จักรเพชร,วงเวียนรด.,จักรเพชร
วงเวียนรด.,สนามไชย,วงเวียนรด.,สนามไชย
วงเวียนรด.,มหาราช,วงเวียนรด.,มหาราช
วงเวียนรด.,ราชินี,วงเวียนรด.,ราชินี
ซอยวัดสุคันธาราม,สวรรคโลก,ซอยวัดสุคันธาราม,สวรรคโลก
ซอยวัดสุคันธาราม,ซอยวัดสุคันธาราม,ซอยวัดสุคันธาราม,ซอยวัดสุคันธาราม
สุวินทวงศ์-อยู่วิทยา-ร่วมพัฒนา,ร่วมพัฒนา,สุวินทวงศ์-อยู่วิทยา-ร่วมพัฒนา,ร่วมพัฒนา
สุวินทวงศ์-อยู่วิทยา-ร่วมพัฒนา,อยู่วิทยา,สุวินทวงศ์-อยู่วิทยา-ร่วมพัฒนา,อยู่วิทยา
สุวินทวงศ์-อยู่วิทยา-ร่วมพัฒนา,สุวินทวงศ์,สุวินทวงศ์-อยู่วิทยา-ร่วมพัฒนา,สุวินทวงศ์
เมอร์รี่คิงส์,จักรเพชร,เมอร์รี่คิงส์,จักรเพชร
เยาวราช-อิสรานุภาพ,อิสรานุภาพ,เยาวราช-อิสรานุภาพ,อิสรานุภาพ
เยาวราช-อิสรานุภาพ,เยาวราช,เยาวราช-อิสรานุภาพ,เยาวราช
เมอร์รี่คิงส์,เยาวราช,เมอร์รี่คิงส์,เยาวราช
เยาวราช-มังกร,มังกร,เยาวราช-มังกร,มังกร
เยาวราช-มังกร,เยาวราช,เยาวราช-มังกร,เยาวราช
เยาวราช-ผดุงด้าว,ผดุงด้าว,เยาวราช-ผดุงด้าว,ผดุงด้าว
เยาวราช-ผดุงด้าว,เยาวราช,เยาวราช-ผดุงด้าว,เยาวราช
เยาวราช-แปลงนาม,เยาวราช,เยาวราช-แปลงนาม,เยาวราช
เฉลิมบุรี,ทรงสวัสดิ์,เฉลิมบุรี,ทรงสวัสดิ์
เฉลิมบุรี,เยาวราช,เฉลิมบุรี,เยาวราช
เยาวราช-มหาจักร,มหาจักร,เยาวราช-มหาจักร,มหาจักร
เยาวราช-มหาจักร,เยาวราช,เยาวราช-มหาจักร,เยาวราช
วงเวียนโอเดียน,เจริญกรุง,วงเวียนโอเดียน,เจริญกรุง
วงเวียนโอเดียน,ซอยเยาวราช1,วงเวียนโอเดียน,ซอยเยาวราช1
วงเวียนโอเดียน,ตรีมิตร,วงเวียนโอเดียน,ตรีมิตร
วงเวียนโอเดียน,ซอยเยาวราช3,วงเวียนโอเดียน,ซอยเยาวราช3
วงเวียนโอเดียน,เยาวราช,วงเวียนโอเดียน,เยาวราช
วงเวียนโอเดียน,มิตรภาพไทยจีน,วงเวียนโอเดียน,มิตรภาพไทยจีน
ระนอง1,เทอดดำริ,ระนอง1,เทอดดำริ
ระนอง1,ระนอง1,ระนอง1,ระนอง1
ใกล้ซอยจันทน์35,จันทน์,ใกล้ซอยจันทน์35,จันทน์
กำแพงเพชร5-ระนอง1-พระรามที่6ซอย37,กำแพงเพชร5,กำแพงเพชร5-ระนอง1-พระรามที่6ซอย37,กำแพงเพชร5
กำแพงเพชร5-ระนอง1-พระรามที่6ซอย37,ระนอง1,กำแพงเพชร5-ระนอง1-พระรามที่6ซอย37,ระนอง1
กำแพงเพชร5-ระนอง1-พระรามที่6ซอย37,พระรามที่6ซอย37,กำแพงเพชร5-ระนอง1-พระรามที่6ซอย37,พระรามที่6ซอย37
ใกล้ซอยจันทน์55,จันทน์,ใกล้ซอยจันทน์55,จันทน์
ใกล้ซอยรัชดาภิเษก22,รัชดาภิเษก,ใกล้ซอยรัชดาภิเษก22,รัชดาภิเษก
พระราม9ใหม่,พระราม9,พระราม9ใหม่,พระราม9
หน้าโรงเรียนอินเตอร์คิดส์,ประชาร่วมใจ,หน้าโรงเรียนอินเตอร์คิดส์,ประชาร่วมใจ
เพชรเกษม-พุทธมณฑลสาย1,พุทธมณฑลสาย1,เพชรเกษม-พุทธมณฑลสาย1,พุทธมณฑลสาย1
เพชรเกษม-พุทธมณฑลสาย1,เพชรเกษม,เพชรเกษม-พุทธมณฑลสาย1,เพชรเกษม
อนุสาวรีย์ประชาธิปไตย(ขาเข้า),ราชดำเนิน,อนุสาวรีย์ประชาธิปไตย(ขาเข้า),ราชดำเนิน
อนุสาวรีย์ประชาธิปไตย(ขาออก),ราชดำเนิน,อนุสาวรีย์ประชาธิปไตย(ขาออก),ราชดำเนิน
ทหาร-ซอยอาคารสงเคราะห์กองทัพบก,ซอยอาคารสงเคราะห์กองทัพบก,ทหาร-ซอยอาคารสงเคราะห์กองทัพบก,ซอยอาคารสงเคราะห์กองทัพบก
ทหาร-ซอยอาคารสงเคราะห์กองทัพบก,ทหาร,ทหาร-ซอยอาคารสงเคราะห์กองทัพบก,ทหาร
แบริ่ง,สุขุมวิท107,แบริ่ง,สุขุมวิท107
หน้าโรงเรียนนิเวศวารินทร์,เทพรักษ์,หน้าโรงเรียนนิเวศวารินทร์,เทพรักษ์
เพชรบุรี-พร้อมพงษ์,สุขุมวิท39,เพชรบุรี-พร้อมพงษ์,สุขุมวิท39
เพชรบุรี-ทองหล่อ,ซอยทองหล่อ,เพชรบุรี-ทองหล่อ,ซอยทองหล่อ
นวมินทร์-ประเสริฐมนูกิจ,นวมนิทร์,นวมินทร์-ประเสริฐมนูกิจ,นวมนิทร์
เมืองมีน,เสรีไทย,เมืองมีน,เสรีไทย
เมืองมีน,สุวินทวงศ์,เมืองมีน,สุวินทวงศ์
เมืองมีน,รามอินทรา,เมืองมีน,รามอินทรา
เมืองมีน,สีหบุรานุกิจ,เมืองมีน,สีหบุรานุกิจ
ตรงข้ามลานจอดรถ2ตลาดสะพานใหม่,พหลโยธิน,ตรงข้ามลานจอดรถ2ตลาดสะพานใหม่,พหลโยธิน
ปากซอยพหลโยธิน69/7,พหลโยธิน,ปากซอยพหลโยธิน69/7,พหลโยธิน
พหลโยธิน48,พหลโยธิน48,พหลโยธิน48,พหลโยธิน48
ศูนย์วิจัยเหนือ,พระราม9ซอย17,ศูนย์วิจัยเหนือ,พระราม9ซอย17
ศูนย์วิจัยเหนือ,พระราม9,ศูนย์วิจัยเหนือ,พระราม9
หน้าวัดใหม่ยายมอญ,สุทธาวาส,หน้าวัดใหม่ยายมอญ,สุทธาวาส
นานา,สุขุมวิท4,นานา,สุขุมวิท4
นานา,สุขุมวิท3,นานา,สุขุมวิท3
สามแยกพิชัย,นครไชยศรี,สามแยกพิชัย,นครไชยศรี
สะพานกรุงธน,มุ่งหน้าแยกซังฮี้,สะพานกรุงธน,มุ่งหน้าแยกซังฮี้
สะพานกรุงธน,มุ่งหน้าแยกบางพลัด,สะพานกรุงธน,มุ่งหน้าแยกบางพลัด
สะพานสมเด็จพระปิ่นเกล้า,มุ่งหน้าราชดำเนิน,สะพานสมเด็จพระปิ่นเกล้า,มุ่งหน้าราชดำเนิน
สะพานสมเด็จพระปิ่นเกล้า,มุ่งหน้าแยกอรุณอัมรินทร์,สะพานสมเด็จพระปิ่นเกล้า,มุ่งหน้าแยกอรุณอัมรินทร์
สะพานพระราม8,มุ่งหน้าแยกวิสุทธิ์กษัตริย์,สะพานพระราม8,มุ่งหน้าแยกวิสุทธิ์กษัตริย์
สะพานพระราม8,มุ่งหน้าแยกบรมราชชนนี,สะพานพระราม8,มุ่งหน้าแยกบรมราชชนนี
สะพานพระราม7,มุ่งหน้าวงศ์สว่าง,สะพานพระราม7,มุ่งหน้าวงศ์สว่าง
สะพานพระราม7,มุ่งหน้าถนนจรัญสนิทวงศ์,สะพานพระราม7,มุ่งหน้าถนนจรัญสนิทวงศ์
อุโมงค์กลับรถถนนพัฒนาการ,พัฒนาการ,อุโมงค์กลับรถถนนพัฒนาการ,พัฒนาการ
อุโมงค์แยกศรีอุดม,มุ่งหน้าแยกสวนหลวง,อุโมงค์แยกศรีอุดม,มุ่งหน้าแยกสวนหลวง
อุโมงค์แยกศรีอุดม,มุ่งหน้าถนนบางนาตราด,อุโมงค์แยกศรีอุดม,มุ่งหน้าถนนบางนาตราด
สะพานกรุงเทพ,มุ่งหน้าถนนตก,สะพานกรุงเทพ,มุ่งหน้าถนนตก
สะพานกรุงเทพ,มุ่งหน้าแยกมไหสวรรย์,สะพานกรุงเทพ,มุ่งหน้าแยกมไหสวรรย์
สะพานพระราม3,มุ่งหน้าแยกเจริญราษฎร์,สะพานพระราม3,มุ่งหน้าแยกเจริญราษฎร์
สะพานพระราม3,มุ่งหน้ารัชดา-ราชพฤกษ์,สะพานพระราม3,มุ่งหน้ารัชดา-ราชพฤกษ์
สะพานภูมิพล1,มุ่งหน้าถนนพระราม3,สะพานภูมิพล1,มุ่งหน้าถนนพระราม3
สะพานภูมิพล1,มุ่งหน้าถนนสุขสวัสดิ์,สะพานภูมิพล1,มุ่งหน้าถนนสุขสวัสดิ์
ทางยกระดับข้ามถนนร่มเกล้า,ร่มเกล้า,ทางยกระดับข้ามถนนร่มเกล้า,ร่มเกล้า
ทางยกระดับข้ามถนนร่มเกล้า,ศรีนครินทร์-ร่มเกล้า,ทางยกระดับข้ามถนนร่มเกล้า,ศรีนครินทร์-ร่มเกล้า
สะพานสมเด็จพระเจ้าตากสิน,มุ่งหน้าแยกสุรศักดิ์,สะพานสมเด็จพระเจ้าตากสิน,มุ่งหน้าแยกสุรศักดิ์
สะพานสมเด็จพระเจ้าตากสิน,มุ่งหน้าถนนกรุงธนบุรี,สะพานสมเด็จพระเจ้าตากสิน,มุ่งหน้าถนนกรุงธนบุรี
สะพานพระพุทธยอดฟ้า,มุ่งหน้าปากคลองตลาด,สะพานพระพุทธยอดฟ้า,มุ่งหน้าปากคลองตลาด
สะพานพระพุทธยอดฟ้า,มุ่งหน้าแยกบ้านแขก,สะพานพระพุทธยอดฟ้า,มุ่งหน้าแยกบ้านแขก
สะพานพระปกเกล้า,มุ่งหน้าพาหุรัด,สะพานพระปกเกล้า,มุ่งหน้าพาหุรัด
