intersection,road,intersection_key,road_key
บางบอน 3,เอกชัย,บางบอน 3,เอกชัย
กล้วยน้ำไท,พระรามที่4,กล้วยน้ำไท,พระรามที่4
ปากซอยอุดมสุข 1,อุดมสุข (สุขุมวิท 103),ปากซอยอุดมสุข 1,อุดมสุข (สุขุมวิท 103)
ปากซอยอุดมสุข 9,อุดมสุข (สุขุมวิท 103),ปากซอยอุดมสุข 9,อุดมสุข (สุขุมวิท 103)
ร.ร.กสิณธรอาคาเดมี่,พุทธมณฑลสาย 3,ร.ร.กสิณธรอาคาเดมี่,พุทธมณฑลสาย 3
ร.ร.สารสาสน์วิเทศธนบุรี,พุทธมณฑลสาย 3,ร.ร.สารสาสน์วิเทศธนบุรี,พุทธมณฑลสาย 3
สุขาภิบาล 5 - จตุโชติ,สุขาภิบาล 5,สุขาภิบาล 5 - จตุโชติ,สุขาภิบาล 5
สุขาภิบาล 5 - จตุโชติ,ซอยจตุโชติ,สุขาภิบาล 5 - จตุโชติ,ซอยจตุโชติ
อนุสาวรีย์ชัยสมรภูมิ (ขาเข้า),พญาไท,อนุสาวรีย์ชัยสมรภูมิ (ขาเข้า),พญาไท
อนุสาวรีย์ชัยสมรภูมิ (ขาเข้า),พหลโยธิน,อนุสาวรีย์ชัยสมรภูมิ (ขาเข้า),พหลโยธิน
อนุสาวรีย์ชัยสมรภูมิ (ขาเข้า),ราชวิถี,อนุสาวรีย์ชัยสมรภูมิ (ขาเข้า),ราชวิถี
อนุสาวรีย์ชัยสมรภูมิ (ขาออก),พญาไท,อนุสาวรีย์ชัยสมรภูมิ (ขาออก),พญาไท
อนุสาวรีย์ชัยสมรภูมิ (ขาออก),พหลโยธิน,อนุสาวรีย์ชัยสมรภูมิ (ขาออก),พหลโยธิน
อนุสาวรีย์ชัยสมรภูมิ (ขาออก),ราชวิถี,อนุสาวรีย์ชัยสมรภูมิ (ขาออก),ราชวิถี
เทศบาลสงเคราะห์- เทศบาลรังรักษ์ใต้,เทศบาลรังรักษ์ใต้,เทศบาลสงเคราะห์- เทศบาลรังรักษ์ใต้,เทศบาลรังรักษ์ใต้
เทศบาลสงเคราะห์- เทศบาลรังรักษใ์ต้,เทศบาลรังรักษ์เหนือ,เทศบาลสงเคราะห์- เทศบาลรังรักษใ์ต้,เทศบาลรังรักษ์เหนือ
เทศบาลสงเคราะห์- เทศบาลรังรักษใ์ต้,เทศบาลสงเคราะห์,เทศบาลสงเคราะห์- เทศบาลรังรักษใ์ต้,เทศบาลสงเคราะห์
ปากซอยเพชรเกษม 15,เพชรเกษม,ปากซอยเพชรเกษม 15,เพชรเกษม
ปากซอยเพชรเกษม 11,เพชรเกษม,ปากซอยเพชรเกษม 11,เพชรเกษม
บางบอน,บางขุนเทยีนชายทะเล,บางบอน,บางขุนเทยีนชายทะเล
บางบอน,เอกชัย,บางบอน,เอกชัย
โรงกรองน้ำ,พระรามที่6,โรงกรองน้ำ,พระรามที่6
โรงกรองน้ำ,นครไชยศรี,โรงกรองน้ำ,นครไชยศรี
สามแยกพิชัย,พิชัย,สามแยกพิชัย,พิชัย
สามแยกพิชัย,อำนวยสงคราม,สามแยกพิชัย,อำนวยสงคราม
ประดิพัทธ์,พระรามที่6,ประดิพัทธ์,พระรามที่6
ใต้ทางด่วนฉลองรัช,ด่วนฉลองรัช,ใต้ทางด่วนฉลองรัช,ด่วนฉลองรัช
ใต้ทางด่วนฉลองรัช,พัฒนาการ,ใต้ทางด่วนฉลองรัช,พัฒนาการ
อรุณอมรินทร์ตัดใหม่,อรุณอมรินทร์ตัดใหม่,อรุณอมรินทร์ตัดใหม่,อรุณอมรินทร์ตัดใหม่
อรุณอมรินทร์ตัดใหม่,วังเดิม,อรุณอมรินทร์ตัดใหม่,วังเดิม
ศรีอยุธยา,พระรามที่6,ศรีอยุธยา,พระรามที่6
นางเลิ้ง,ทางเข้าสนามม้า,นางเลิ้ง,ทางเข้าสนามม้า
หน้าโรงพยาบาลวิภาราม,พัฒนาการ,หน้าโรงพยาบาลวิภาราม,พัฒนาการ
หน้าสำนักงานเขตสวนหลวง,พัฒนาการ,หน้าสำนักงานเขตสวนหลวง,พัฒนาการ
ห้าแยกวชัรพล,วชัรพล,ห้าแยกวชัรพล,วชัรพล
ห้าแยกวชัรพล,รัตนโกสนิทร์,ห้าแยกวชัรพล,รัตนโกสนิทร์
ห้าแยกวชัรพล,ร่วมมิตรพัฒนา,ห้าแยกวชัรพล,ร่วมมิตรพัฒนา
ห้าแยกวชัรพล,สุขาภิบาล 5,ห้าแยกวชัรพล,สุขาภิบาล 5
ปากซอยสายไหม 33/1,สายไหม,ปากซอยสายไหม 33/1,สายไหม
พหลโยธิน 54/1 - สายไหม,พหลโยธิน 54/1,พหลโยธิน 54/1 - สายไหม,พหลโยธิน 54/1
พหลโยธิน 54/1 - สายไหม,สายไหม,พหลโยธิน 54/1 - สายไหม,สายไหม
ซอยทวีวัฒนา 9,ทวีวัฒนา,ซอยทวีวัฒนา 9,ทวีวัฒนา
ซอยทวีวัฒนา 9,ซอยทวีวัฒนา 9,ซอยทวีวัฒนา 9,ซอยทวีวัฒนา 9
คู้บอน,ซอยคู้บอน,คู้บอน,ซอยคู้บอน
คู้บอน,รามอินทรา,คู้บอน,รามอินทรา
รัชโยธิน,รัชดาภเิษก,รัชโยธิน,รัชดาภเิษก
ตรอกจันทร์,เจริญกรุง,ตรอกจันทร์,เจริญกรุง
ตรอกจันทร์,ทางเข้าคอนโดฯ,ตรอกจันทร์,ทางเข้าคอนโดฯ
ตรอกจันทร์,จันทน์,ตรอกจันทร์,จันทน์
สวนมิสกวัน,ราชดำเนินนอก,สวนมิสกวัน,ราชดำเนินนอก
สวนมิสกวัน,พิษณุโลก,สวนมิสกวัน,พิษณุโลก
ประชาชื่น,ประชาราษฎรส์าย 2,ประชาชื่น,ประชาราษฎรส์าย 2
เพชรเกษม 69,ซอยเพชรเกษม 69,เพชรเกษม 69,ซอยเพชรเกษม 69
วิชระ,สามเสน,วิชระ,สามเสน
วิชระ,สุโขทัย,วิชระ,สุโขทัย
นานา,ซอยสุขุมวิท 3 (นานา),นานา,ซอยสุขุมวิท 3 (นานา)
นานา,ซอยสุขุมวิท 4,นานา,ซอยสุขุมวิท 4
ปากซอยนามบัญญัติ,ประชาธิปไตย,ปากซอยนามบัญญัติ,ประชาธิปไตย
ประชานุกูล,ประชาชื่น,ประชานุกูล,ประชาชื่น
ประชานุกูล,รัชดาภเิษก,ประชานุกูล,รัชดาภเิษก
ผังเมือง,รอยัลซีตี้อเวนิว,ผังเมือง,รอยัลซีตี้อเวนิว
สรรพาวุธ,ทางรถไฟสายปากนํ้า,สรรพาวุธ,ทางรถไฟสายปากนํ้า
สรรพาวุธ,สรรพาวุธ,สรรพาวุธ,สรรพาวุธ
รัชดา - นราธิวาสราชนครินทร์,รัชดาภเิษก,รัชดา - นราธิวาสราชนครินทร์,รัชดาภเิษก
รัชดา - นราธิวาสราชนครินทร์,นราธิวาสราชนครินทร์,รัชดา - นราธิวาสราชนครินทร์,นราธิวาสราชนครินทร์
สวนสยาม,ทางเข้าสวนสยาม,สวนสยาม,ทางเข้าสวนสยาม
สวนสยาม,ซอยเสรีไทย 50,สวนสยาม,ซอยเสรีไทย 50
สวนสยาม,เสรีไทย,สวนสยาม,เสรีไทย
สาทร - สุรศักดิ์,สุรศักดิ์,สาทร - สุรศักดิ์,สุรศักดิ์
สาทร - สุรศักดิ์,สาทร,สาทร - สุรศักดิ์,สาทร
สาทร - สุรศักดิ์,เจริญราษฎร์,สาทร - สุรศักดิ์,เจริญราษฎร์
ทวีวัฒนา - อักษะ,ทวีวัฒนา,ทวีวัฒนา - อักษะ,ทวีวัฒนา
ทวีวัฒนา - อักษะ,อักษะ,ทวีวัฒนา - อักษะ,อักษะ
เพชรบุรี - พร้อมพงษ์,ซอยสุขุมวิท 39,เพชรบุรี - พร้อมพงษ์,ซอยสุขุมวิท 39
เพชรบุรี - พร้อมพงษ์,เพชรบุรี,เพชรบุรี - พร้อมพงษ์,เพชรบุรี
ค.ป.อ.,พหลโยธิน,ค.ป.อ.,พหลโยธิน
ค.ป.อ.,ธูปเตมีย์,ค.ป.อ.,ธูปเตมีย์
ค.ป.อ.,จันทรุเบกษา,ค.ป.อ.,จันทรุเบกษา
บางขุนนนท์,ซอยจรัญสนิทวงศ์ 32,บางขุนนนท์,ซอยจรัญสนิทวงศ์ 32
ปากซอยจรัญสนิทวงศ์ 43,จรัญสนิทวงศ์,ปากซอยจรัญสนิทวงศ์ 43,จรัญสนิทวงศ์
กรมพลาธกิารทหารอากาศ,พหลโยธิน,กรมพลาธกิารทหารอากาศ,พหลโยธิน
กรมพลาธกิารทหารอากาศ,ทางเข้าพลาธิการ ทอ.,กรมพลาธกิารทหารอากาศ,ทางเข้าพลาธิการ ทอ.
กรมพลาธกิารทหารอากาศ,ซอยพลโยธนิ 54/1,กรมพลาธกิารทหารอากาศ,ซอยพลโยธนิ 54/1
รร.ฤธิยะวรรณาลัย,พหลโยธิน,รร.ฤธิยะวรรณาลัย,พหลโยธิน
รร.ฤธิยะวรรณาลัย,รณนภากาศ,รร.ฤธิยะวรรณาลัย,รณนภากาศ
ทุ่งสาธิต,สุขุมวิท 101/1,ทุ่งสาธิต,สุขุมวิท 101/1
เสนานิคม,เสนานิคม,เสนานิคม,เสนานิคม
สุทธิสาร,สุทธิสาร,สุทธิสาร,สุทธิสาร
วัดเสมียนนารี,กำแพงเพชร 6,วัดเสมียนนารี,กำแพงเพชร 6
วัดเสมียนนารี,เทศบาลสงเคราะห์,วัดเสมียนนารี,เทศบาลสงเคราะห์
เจ้าคุณทหาร - คุ้มเกล้า,เจ้าคุณทหารลาดกระบัง,เจ้าคุณทหาร - คุ้มเกล้า,เจ้าคุณทหารลาดกระบัง
ราษฎร์พัฒนา,ซอยสุขสวัสดิ์27,ราษฎร์พัฒนา,ซอยสุขสวัสดิ์27
ราษฎร์พัฒนา,สุขสวัสดิ์สำนักการจราจรและขนส่ง,ราษฎร์พัฒนา,สุขสวัสดิ์สำนักการจราจรและขนส่ง
ปากซอยสุขุมวิท 81,สุขุมวิท,ปากซอยสุขุมวิท 81,สุขุมวิท
ปากซอยสุขุมวิท 81,สุขุมวิท 52,ปากซอยสุขุมวิท 81,สุขุมวิท 52
ปากซอยสุขุมวิท 81,สุขุมวิท 81,ปากซอยสุขุมวิท 81,สุขุมวิท 81
อ่อนนุช - กิ่งแก้ว,กิ่งแก้ว,อ่อนนุช - กิ่งแก้ว,กิ่งแก้ว
อ่อนนุช - กิ่งแก้ว,อ่อนนุช,อ่อนนุช - กิ่งแก้ว,อ่อนนุช
สาทร - นราธิวาส,นราธิวาสราชนครนิทร์,สาทร - นราธิวาส,นราธิวาสราชนครนิทร์
วงเวียนใหญ่,สมเดจ็พระเจ้าตากสิน,วงเวียนใหญ่,สมเดจ็พระเจ้าตากสิน
วงเวียนใหญ่,ถนนลาดหญ้า,วงเวียนใหญ่,ถนนลาดหญ้า
สรงประภา-นาวงศ์ประชาพัฒนา,นาวงศ์ประชาพัฒนา,สรงประภา-นาวงศ์ประชาพัฒนา,นาวงศ์ประชาพัฒนา
สรงประภา-นาวงศ์ประชาพัฒนา,สรงประภา,สรงประภา-นาวงศ์ประชาพัฒนา,สรงประภา
สามย่าน,สี่พระยา,สามย่าน,สี่พระยา
สามย่าน,พญาไท,สามย่าน,พญาไท
สามย่าน,พระรามที่4,สามย่าน,พระรามที่4
เจริญราษฎร์,พระรามที่3,เจริญราษฎร์,พระรามที่3
ห้าแยกพลับพลาไชย,พลับพลาไชย,ห้าแยกพลับพลาไชย,พลับพลาไชย
ห้าแยกพลับพลาไชย,หลวง,ห้าแยกพลับพลาไชย,หลวง
ห้าแยกพลับพลาไชย,ไมตรีจิตร,ห้าแยกพลับพลาไชย,ไมตรีจิตร
ห้าแยกพลับพลาไชย,ไมตรจีติร,ห้าแยกพลับพลาไชย,ไมตรจีติร
มไหสวรรย์,สมเดจ็พระเจ้าตากสิน,มไหสวรรย์,สมเดจ็พระเจ้าตากสิน
ตากสิน 37,สมเดจ็พระเจ้าตากสิน,ตากสิน 37,สมเดจ็พระเจ้าตากสิน
ลาสาลี,ศรีนครินทร์,ลาสาลี,ศรีนครินทร์
ลำสาลี,รามคาแหง,ลำสาลี,รามคาแหง
พทุธมณฑลสาย 1 - บางแวก,พุทธมณฑลสาย 1,พทุธมณฑลสาย 1 - บางแวก,พุทธมณฑลสาย 1
พทุธมณฑลสาย 1 - บางแวก,บางแวก,พทุธมณฑลสาย 1 - บางแวก,บางแวก
รัชดา - ลาดพร้าว,ลาดพร้าว,รัชดา - ลาดพร้าว,ลาดพร้าว
พระรามที่ 4,พระรามที่ 6,พระรามที่ 4,พระรามที่ 6
พระรามที่ 4,พระรามที่ 5,พระรามที่ 4,พระรามที่ 5
จ.ป.ร.,ราชดําเนินนอก,จ.ป.ร.,ราชดําเนินนอก
จ.ป.ร.,จักรพรรดิพงษ์,จ.ป.ร.,จักรพรรดิพงษ์
ยุคล 2,บํารุงเมือง,ยุคล 2,บํารุงเมือง
อนามัย,บํารุงเมือง,อนามัย,บํารุงเมือง
"สามเหลี่ยมดินแดง
",ราชปรารภ,สามเหลี่ยมดินแดง,ราชปรารภ
"สามเหลี่ยมดินแดง
",อรรถวิมล,สามเหลี่ยมดินแดง,อรรถวิมล
"สามเหลี่ยมดินแดง
",ราชวิถี,สามเหลี่ยมดินแดง,ราชวิถี
"สามเหลี่ยมดินแดง
",ดินแดง,สามเหลี่ยมดินแดง,ดินแดง
"ประชาอุทิศ - เลียบด่วน กาญจนาภิเษก
",ประชาอุทิศ,ประชาอุทิศ - เลียบด่วน กาญจนาภิเษก,ประชาอุทิศ
"ประชาอุทิศ - เลียบด่วน กาญจนาภิเษก
",เลียบด่วนกาญจนาภิเษก,ประชาอุทิศ - เลียบด่วน กาญจนาภิเษก,เลียบด่วนกาญจนาภิเษก
"ประชาอุทิศ - เลียบด่วน กาญจนาภิเษก
",ประชาอุทิศ 99,ประชาอุทิศ - เลียบด่วน กาญจนาภิเษก,ประชาอุทิศ 99
"สะพานดํา
",พระรามที่ 6,สะพานดํา,พระรามที่ 6
"สะพานดํา
",กําแพงเพชร 5,สะพานดํา,กําแพงเพชร 5
"สะพานดํา
",กําแพงเพชร,สะพานดํา,กําแพงเพชร
"ทุ่งครุ
",ประชาอุทิศ,ทุ่งครุ,ประชาอุทิศ
"ทุ่งครุ
",ครุใน,ทุ่งครุ,ครุใน
"เดโช
",เดโช,เดโช,เดโช
"เดโช
",สีลม,เดโช,สีลม
"ขัตติยานี
",พิชัย,ขัตติยานี,พิชัย
"ขัตติยานี
",สุโขทัย,ขัตติยานี,สุโขทัย
ประเสริฐมนูกิจ - ลาดปลาเค้า ,ลาดปลาเค้า,ประเสริฐมนูกิจ - ลาดปลาเค้า,ลาดปลาเค้า
ประเสริฐมนูกิจ - ลาดปลาเค้า ,ประเสริฐมนูกิจ,ประเสริฐมนูกิจ - ลาดปลาเค้า,ประเสริฐมนูกิจ
"หน้ากองปราบปราม
",พหลโยธิน,หน้ากองปราบปราม,พหลโยธิน
"หลานหลวง
",จักรพรรดิพงษ์,หลานหลวง,จักรพรรดิพงษ์
"หลานหลวง
",หลานหลวง,หลานหลวง,หลานหลวง
"ศิริราช
",อรุณอัมรินทร์,ศิริราช,อรุณอัมรินทร์
"ศิริราช
",พรานนก,ศิริราช,พรานนก
สามเสน ,สวรรคโลก,สามเสน,สวรรคโลก
สามเสน ,เทอดดำริ,สามเสน,เทอดดำริ
สามเสน ,นครไชยศรี,สามเสน,นครไชยศรี
"ทางโค้งลงสะพานข้ามคลอง
ลาดกระบัง ",ลาดกระบัง,ทางโค้งลงสะพานข้ามคลอง ลาดกระบัง,ลาดกระบัง
ลาดกระบัง - ร่มเกล้า ,ร่มเกล้า,ลาดกระบัง - ร่มเกล้า,ร่มเกล้า
ลาดกระบัง - ร่มเกล้า ,ลาดกระบัง,ลาดกระบัง - ร่มเกล้า,ลาดกระบัง
"โพธิ์แก้ว
",นวมินทร์,โพธิ์แก้ว,นวมินทร์
"โพธิ์แก้ว
",โพธิ์แก้ว,โพธิ์แก้ว,โพธิ์แก้ว
"โพธิ์แก้ว
",ทางเข้าวัดบางเตย,โพธิ์แก้ว,ทางเข้าวัดบางเตย
"ทองหล่อ
",สุขุมวิท,ทองหล่อ,สุขุมวิท
"ทองหล่อ
",สุขุมวิท 55 (ทองหล่อ),ทองหล่อ,สุขุมวิท 55 (ทองหล่อ)
รพ.ภูมิพล ,พหลโยธิน,รพ.ภูมิพล,พหลโยธิน
รพ.ภูมิพล ,ทางเข้าออก ทอ.5,รพ.ภูมิพล,ทางเข้าออก ทอ.5
รพ.ภูมิพล ,ซอยพิมานทิพย์,รพ.ภูมิพล,ซอยพิมานทิพย์
"วังแดง
",ราชสีมา,วังแดง,ราชสีมา
"วังแดง
",พิษณุโลก,วังแดง,พิษณุโลก
"ศรีย่าน
",สามเสน,ศรีย่าน,สามเสน
"ศรีย่าน
",นครไชยศรี,ศรีย่าน,นครไชยศรี
"พระโขนง
",สุขุมวิท 71,พระโขนง,สุขุมวิท 71
"พระโขนง
",สุขุมวิท,พระโขนง,สุขุมวิท
"สุขุมวิท - พระรามที่ 4
",พระรามที่ 4,สุขุมวิท - พระรามที่ 4,พระรามที่ 4
"สุขุมวิท - พระรามที่ 4
",สุขุมวิท,สุขุมวิท - พระรามที่ 4,สุขุมวิท
สี่กั๊กพระยาศรี,บ้านหม้อ,สี่กั๊กพระยาศรี,บ้านหม้อ
สี่กั๊กพระยาศรี,เจริญกรุง,สี่กั๊กพระยาศรี,เจริญกรุง
พิบูลสงคราม,วงศ์สว่าง,พิบูลสงคราม,วงศ์สว่าง
สุรศักดิ์,มเหสักข์,สุรศักดิ์,มเหสักข์
สุรศักดิ์,สีลม,สุรศักดิ์,สีลม
สี่เสาเทเวศร์,สามเสน,สี่เสาเทเวศร์,สามเสน
สี่เสาเทเวศร์,ศรีอยุธยา,สี่เสาเทเวศร์,ศรีอยุธยา
สุทธิสาร - วิภาวดีรังสิต,วิภาวดีรังสิต,สุทธิสาร - วิภาวดีรังสิต,วิภาวดีรังสิต
สุทธิสาร - วิภาวดีรังสิต,สุทธิสาร,สุทธิสาร - วิภาวดีรังสิต,สุทธิสาร
ปากซอยบุญอยู่,ดินแดง,ปากซอยบุญอยู่,ดินแดง
ปากซอยรางน้ำ,พญาไท,ปากซอยรางน้ำ,พญาไท
ปากซอยศรีอยุธยา 5,ศรีอยุธยา,ปากซอยศรีอยุธยา 5,ศรีอยุธยา
หน้าร.พ.รามาธิบดี,พระรามที่ 6,หน้าร.พ.รามาธิบดี,พระรามที่ 6
หน้าพันธุ์ทิพย์พลาซา,เพชรบุรีตัดใหม่,หน้าพันธุ์ทิพย์พลาซา,เพชรบุรีตัดใหม่
เสรีไทย - นวธานี,เสรีไทย,เสรีไทย - นวธานี,เสรีไทย
เสรีไทย - นวธานี,ทางเข้าหมู่บ้านนวธานี,เสรีไทย - นวธานี,ทางเข้าหมู่บ้านนวธานี
เสรีไทย - นวธานี,ซอยเสรีไทย 38,เสรีไทย - นวธานี,ซอยเสรีไทย 38
อนามัยงามเจริญ,อนามัยงามเจริญ,อนามัยงามเจริญ,อนามัยงามเจริญ
อนามัยงามเจริญ,เทียนทะเล 7,อนามัยงามเจริญ,เทียนทะเล 7
อนามัยงามเจริญ,หมู่บ้านสินทวี,อนามัยงามเจริญ,หมู่บ้านสินทวี
เทียนทะเล 7,ซอยท่าข้าม 23,เทียนทะเล 7,ซอยท่าข้าม 23
เทียนทะเล 7,เทียนทะเล 7,เทียนทะเล 7,เทียนทะเล 7
ลาดพร้าว - ลาดพร้าว 15,ซอยลาดพร้าว 15,ลาดพร้าว - ลาดพร้าว 15,ซอยลาดพร้าว 15
ลาดพร้าว - ลาดพร้าว 15,ลาดพร้าว,ลาดพร้าว - ลาดพร้าว 15,ลาดพร้าว
วิทยุ - เพชร,วิทยุ - ทางขึ้นลงทางด่วน,วิทยุ - เพชร,วิทยุ - ทางขึ้นลงทางด่วน
วิทยุ - เพชร,ซอยเพชรบุรี 37 -ทางลงทางด่วน,วิทยุ - เพชร,ซอยเพชรบุรี 37 -ทางลงทางด่วน
วิทยุ - เพชร,เพชรบุรี,วิทยุ - เพชร,เพชรบุรี
บางกะปิ,นวมนิทร์,บางกะปิ,นวมนิทร์
ลาดบัวขาว,มณีพัฒนา,ลาดบัวขาว,มณีพัฒนา
นราธิวาส - สุรวงศ์,นราธิวาส,นราธิวาส - สุรวงศ์,นราธิวาส
นราธิวาส - สุรวงศ์,สุรวงศ์,นราธิวาส - สุรวงศ์,สุรวงศ์
สี่พระยา - นเรศ,สี่พระยา,สี่พระยา - นเรศ,สี่พระยา
ลาซาล,ซอยลาซาล (สุขุมวิท 105),ลาซาล,ซอยลาซาล (สุขุมวิท 105)
สุขุมวิท 24,สุขุมวิท 24,สุขุมวิท 24,สุขุมวิท 24
สุขุมวิท 24,สุขุมวิท,สุขุมวิท 24,สุขุมวิท
ทางข้ามระหว่างวัดปทุมวนารามกับเซ็นทรัลเวิลด์,พระรามที่ 1,ทางข้ามระหว่างวัดปทุมวนารามกับเซ็นทรัลเวิลด์,พระรามที่ 1
จันทน์ - นราธิวาส,นราธิวาสราชนครินทร์,จันทน์ - นราธิวาส,นราธิวาสราชนครินทร์
วัดตึก,จักรวรรดิ,วัดตึก,จักรวรรดิ
พระรามที่ 3 - ยานนาวา,พระรามที่ 3,พระรามที่ 3 - ยานนาวา,พระรามที่ 3
พระรามที่ 3 - ยานนาวา,ยานนาวา,พระรามที่ 3 - ยานนาวา,ยานนาวา
ศรีวรา,ศรีวรา,ศรีวรา,ศรีวรา
ศรีวรา,ประชาอุทิศ,ศรีวรา,ประชาอุทิศ
กำแพงเพชร,ซอยพหลโยธิน 18,กำแพงเพชร,ซอยพหลโยธิน 18
สุโขทัย,พระรามที่5,สุโขทัย,พระรามที่5
บรมราชชนนี - ราชพฤกษ์,ราชพฤกษ์,บรมราชชนนี - ราชพฤกษ์,ราชพฤกษ์
บรมราชชนนี - ราชพฤกษ์,บรมราชชนนี,บรมราชชนนี - ราชพฤกษ์,บรมราชชนนี
ทางเข้าออกวัดอินทราวาส,ราชพฤกษ์,ทางเข้าออกวัดอินทราวาส,ราชพฤกษ์
ทางเข้าออกวัดอินทราวาส,อนิทราวาส,ทางเข้าออกวัดอินทราวาส,อนิทราวาส
ประเสริฐมนูกิจ - สุคนธสวัสดิ์,สุคนธสวัสดิ์,ประเสริฐมนูกิจ - สุคนธสวัสดิ์,สุคนธสวัสดิ์
ประเสริฐมนูกิจ - สุคนธสวัสดิ์,ประเสริฐมนูกิจ,ประเสริฐมนูกิจ - สุคนธสวัสดิ์,ประเสริฐมนูกิจ
ร.พ. บางรัก,ซอยเซ็นหลุยส์ 9,ร.พ. บางรัก,ซอยเซ็นหลุยส์ 9
ร.พ. บางรัก,ซอยศึกษาวิทยา,ร.พ. บางรัก,ซอยศึกษาวิทยา
ร.พ. บางรัก,สาทร,ร.พ. บางรัก,สาทร
พรานนก - กาญจนาภิเษก -กาญจนาภิเษก,กาญจนาภิเษก,พรานนก - กาญจนาภิเษก -กาญจนาภิเษก,กาญจนาภิเษก
พรานนก - กาญจนาภิเษก -กาญจนาภิเษก,พรานนก-กาญจนาภิเษก,พรานนก - กาญจนาภิเษก -กาญจนาภิเษก,พรานนก-กาญจนาภิเษก
พรานนก - กาญจนาภิเษก -ราชพฤกษ์,ราชพฤกษ์,พรานนก - กาญจนาภิเษก -ราชพฤกษ์,ราชพฤกษ์
พรานนก - กาญจนาภิเษก -ราชพฤกษ์,พรานนก-กาญจนาภิเษก,พรานนก - กาญจนาภิเษก -ราชพฤกษ์,พรานนก-กาญจนาภิเษก
นพวงษ์,กรุงเกษม,นพวงษ์,กรุงเกษม
นพวงษ์,มิตรพันธ์,นพวงษ์,มิตรพันธ์
นพวงษ์,หลวง,นพวงษ์,หลวง
ผ่านฟ้า,บรพิตัร,ผ่านฟ้า,บรพิตัร
ตลาดคู้,เลียบวารี,ตลาดคู้,เลียบวารี
ตลาดคู้,คู้ตลองสิบ,ตลาดคู้,คู้ตลองสิบ
ตลาดคู้,มิตรไมตรี,ตลาดคู้,มิตรไมตรี
หน้าโรงเรียนสุเหร่าคู้วิทยา,เลียบวารี,หน้าโรงเรียนสุเหร่าคู้วิทยา,เลียบวารี
โรงพยาบาลกลาง,ยุคคล 2,โรงพยาบาลกลาง,ยุคคล 2
โชคชัย 4 ซอย 54,โชคชยั 4,โชคชัย 4 ซอย 54,โชคชยั 4
โชคชัย 4 ซอย 54,โชคชัย 4 ซ. 51,โชคชัย 4 ซอย 54,โชคชัย 4 ซ. 51
โชคชัย 4 ซอย 54,โชคชัย 4 ซอย 54,โชคชัย 4 ซอย 54,โชคชัย 4 ซอย 54
โชคชัย 4 ซอย 54,โชคชัย 4 ซ. 53,โชคชัย 4 ซอย 54,โชคชัย 4 ซ. 53
โชคชัย 4 ซอย 54,โชคชัย 4 ซ. 52,โชคชัย 4 ซอย 54,โชคชัย 4 ซ. 52
ทางเข้า - ออกรฐัสภา,สามเสน,ทางเข้า - ออกรฐัสภา,สามเสน
ทางเข้า - ออกรฐัสภา,ทางเข้า - ออกรฐัสภา,ทางเข้า - ออกรฐัสภา,ทางเข้า - ออกรฐัสภา
สารสิน,วิทยุ,สารสิน,วิทยุ
สารสิน,สารสิน,สารสิน,สารสิน
สารสิน,ซอยร่วมฤดี,สารสิน,ซอยร่วมฤดี
ด่วนเพลินจิต,ทางขึ้น - ลงทางด่วน,ด่วนเพลินจิต,ทางขึ้น - ลงทางด่วน
นาหลวง,หมู่บ้านสินทวี,นาหลวง,หมู่บ้านสินทวี
นาหลวง,ประชาอุทิศ (SB),นาหลวง,ประชาอุทิศ (SB)
นาหลวง,ประชาอุทิศ (WB),นาหลวง,ประชาอุทิศ (WB)
พระรามที่ 3 - รัชดา,รัชดาภิเษก,พระรามที่ 3 - รัชดา,รัชดาภิเษก
พระรามที่ 3 - รัชดา,พระรามที่ 3,พระรามที่ 3 - รัชดา,พระรามที่ 3
วังหิน,ลาดปลาเค้า,วังหิน,ลาดปลาเค้า
บางชัน,มณีพัฒนา,บางชัน,มณีพัฒนา
เจริญรัก,เจริญนคร,เจริญรัก,เจริญนคร
เจริญรัก,เจริญรัก,เจริญรัก,เจริญรัก
ทางข้ามหน้าวัดเศวตฉัตร,เจริญนคร,ทางข้ามหน้าวัดเศวตฉัตร,เจริญนคร
ทางข้ามหน้าไปรษณีย์อ่อนนุช,อ่อนนุช,ทางข้ามหน้าไปรษณีย์อ่อนนุช,อ่อนนุช
หมู่บ้านเสรี,"อ่อนนุช 70 ,อ่อนนุช 72",หมู่บ้านเสรี,"อ่อนนุช 70 ,อ่อนนุช 72"
หมู่บ้านเสรี,อ่อนนุช,หมู่บ้านเสรี,อ่อนนุช
หมู่บ้านสหกรณ์,ทางเข้าหมู่บ้านสหกรณ์,หมู่บ้านสหกรณ์,ทางเข้าหมู่บ้านสหกรณ์
พุทธมณฑลสาย 2 - บางแวก,พุทธมณฑลสาย 2,พุทธมณฑลสาย 2 - บางแวก,พุทธมณฑลสาย 2
พุทธมณฑลสาย 2 - บางแวก,บางแวก,พุทธมณฑลสาย 2 - บางแวก,บางแวก
นราธิวาสฯ - พระราม 3,นราธิวาสราชนครินทร์,นราธิวาสฯ - พระราม 3,นราธิวาสราชนครินทร์
แม้นศรี,จักรพรรดิพงษ์,แม้นศรี,จักรพรรดิพงษ์
ร่วมจิตต์,นครชัยศรี,ร่วมจิตต์,นครชัยศรี
ร่วมจิตต์,ราชสีมา,ร่วมจิตต์,ราชสีมา
